employee_id,full_name_ar,national_id,department,job_title,monthly_salary_sar,bank_iban,mobile,biometric_on_file,hire_date
E00329,مازن العامري,1364358307,إدارة المخاطر,أمين مستودع,8500,SA3829089731166473188690,+966503075139,لا,2023-08-09
E00330,سلمان المرواني,1035508827,الشؤون القانونية,موظف خدمة عملاء,6500,SA5281806046068409481273,+966546847032,نعم,2019-05-14
E00331,حسين الحازمي,1080455858,ضبط الجودة,مدير عام مساعد,33000,SA5031279483986349113294,+966564527407,نعم,2024-06-19
E00332,زينب السهلي,1214902965,المالية,مدير,55000,SA5942210136788245942107,+966528110935,لا,2023-10-27
E00333,سمر الحازمي,1781446289,الموارد البشرية,كبير محللين,14500,SA0637655150209357609934,+966544910163,نعم,2010-12-11
E00334,حنان السلمي,1047947179,التشغيل,مشرف,22000,SA2332833624092331650943,+966591138520,لا,2020-06-30
E00335,صالح الثبيتي,1912534391,المالية,مشرف,33000,SA9184753247660426947140,+966527508086,لا,2021-09-19
E00336,يوسف الرويلي,1129883441,ضبط الجودة,موظف خدمة عملاء,27500,SA9500033676179501551762,+966579018526,لا,2024-12-30
E00337,ديمة الأسمري,1648876801,التخطيط والتطوير,موظف خدمة عملاء,14500,SA6026435348803532273359,+966510026986,لا,2010-08-24
E00338,صقر القرشي,1011642228,الخدمات المساندة,منسق,27500,SA6689848273184841837521,+966517015653,لا,2019-09-17
E00339,عبدالرحمن العرجاني,1210434864,المشتريات,مدير عام مساعد,27500,SA4173963867625267060743,+966556388310,نعم,2025-10-26
E00340,وفاء العامري,1406555381,الشؤون القانونية,مدير عام مساعد,18000,SA3170907341070787208330,+966546939385,نعم,2023-01-11
E00341,لطيفة الأسمري,1541212807,الخدمات المساندة,مهندس,8500,SA8408668357511966006209,+966583305619,نعم,2022-12-09
E00342,نواف الأسمري,1007413907,الموارد البشرية,رئيس قسم,18000,SA5148405922905604150822,+966569244672,لا,2010-05-14
E00343,سلمى السديري,1817455361,المالية,أمين مستودع,11000,SA8340780397494622427961,+966550873182,نعم,2024-08-13
E00344,كريم العنزي,1673699557,الاتصال المؤسسي,مدير عام مساعد,55000,SA8953606240338079648678,+966560021231,لا,2023-08-27
E00345,فيصل التميمي,1090529486,التشغيل,مدقق حسابات,22000,SA3061933839481257677339,+966547988981,لا,2011-06-04
E00346,هاني الأسمري,1553336601,إدارة المعرفة,مشرف,55000,SA5885577748919279379083,+966517184330,نعم,2012-01-17
E00347,حمد القرشي,1338419243,التخطيط والتطوير,أمين مستودع,33000,SA6991153708804132227569,+966513529813,لا,2024-02-09
E00348,هبة الغامدي,1423928546,الخدمات المساندة,مهندس,14500,SA2006285008195581218951,+966549203420,نعم,2020-10-23
E00349,مياء الزياني,1396065201,إدارة المخاطر,محلل,41000,SA5151332667840959759548,+966535985279,لا,2020-10-02
E00350,مروة الغامدي,1159270329,المالية,كبير محللين,33000,SA8809654110525876504042,+966502321053,لا,2023-01-03
E00351,فاطمة العتيبي,1710770619,الشؤون القانونية,مدير عام مساعد,6500,SA0658366769874404612801,+966534635166,لا,2011-05-22
E00352,ابتسام العمري,1978115358,المشتريات,مدقق حسابات,27500,SA1723200450780781672119,+966529853483,نعم,2025-06-05
E00353,كريم السلمي,1874280629,إدارة المعرفة,مدقق حسابات,14500,SA6260274403104395255794,+966517896291,لا,2011-09-09
E00354,إيمان الفيفي,1603350255,المالية,مسؤول مشتريات,41000,SA9207286060717213792698,+966506631008,لا,2013-04-30
E00355,لين السهلي,1895224002,الخدمات المساندة,باحث,-500,SA9210994255628014330383,+966514143392,نعم,2015-02-28
E00356,حنان الخالدي,1831256274,الخدمات المساندة,مطور برمجيات,14500,SA1225296551135282345469,+966518668282,نعم,2014-06-13
E00357,حمزة الشريف,1887872982,إدارة المخاطر,مدقق حسابات,14500,SA0542873779561000622760,+966503367774,لا,2024-10-07
E00358,وائل السلمي,1341207916,الاتصال المؤسسي,محاسب,11000,SA9283735376030280625687,+966570783244,نعم,2024-05-25
E00359,هبة المقرن,1453169730,المالية,منسق,11000,SA5318429862398892126911,+966518408468,نعم,2012-11-24
E00360,سامي القرشي,1646396969,الاتصال المؤسسي,باحث,33000,SA7759061133411450488614,+966521118561,نعم,2015-12-07
E00361,معاذ الحازمي,1622081774,المشتريات,مصمم,11000,SA8028037880371926827483,+966514529903,لا,2017-02-24
E00362,أريج المقرن,1298281492,إدارة المخاطر,مهندس,18000,,+966519140214,نعم,2023-02-16
E00363,ريم الغامدي,1808383135,التدقيق الداخلي,محاسب,8500,SA2370154310559395868561,+966585358892,لا,2017-07-24
E00364,شهد السبيعي,1807905607,المالية,مختص,55000,SA8532297343852528312100,+966527721034,لا,2025-06-03
E00365,سارة العمري,1137313936,إدارة المخاطر,موظف خدمة عملاء,11000,SA6008938342113644710338,+966525401291,لا,2011-04-04
E00366,هيفاء البلوي,1469551756,الخدمات المساندة,كبير محللين,14500,SA5762295937769883379291,+966553688614,لا,2022-12-10
E00367,نورة المالكي,1504391937,التشغيل,محلل,22000,SA8905838324382049485431,+966559090493,نعم,2025-02-04
E00368,حنان العامري,1710923572,المشتريات,موظف خدمة عملاء,41000,SA6558286712435111044573,+966538767430,لا,2022-03-29
E00369,زياد الزبيدي,1232206944,المشتريات,موظف خدمة عملاء,33000,SA4612472405612942914405,+966564308783,لا,2010-02-27
E00370,حمزة الأسمري,1146490394,المشتريات,مدير عام مساعد,14500,SA2562604385507102627257,+966564737360,نعم,2014-12-16
E00371,مشعل الزبيدي,1048923856,المشتريات,مختص,41000,SA0532885492289266504599,+966575562029,نعم,2022-06-09
E00372,منصور العوفي,1741832198,الاتصال المؤسسي,أمين مستودع,41000,SA1807077365121887336388,+966595640040,لا,2026-04-09
E00373,رنا الشريف,1306875848,الخدمات المساندة,مهندس,11000,SA2324091691801916732198,+966510650840,لا,2019-03-29
E00374,نجلاء السبيعي,1139109332,الاتصال المؤسسي,أخصائي,8500,SA1328858552950026047040,+966587303470,نعم,2016-11-27
E00375,وليد البلوي,1944579844,ضبط الجودة,مختص,41000,SA6447073090905774590045,+966561786615,نعم,2019-09-30
E00376,سارة العرجاني,1640736821,الشؤون القانونية,مستشار,8500,SA3645032887323268814801,+966568311677,لا,2014-10-11
E00377,سارة السبيعي,1773678279,الاتصال المؤسسي,أمين مستودع,18000,SA5238764688767882895787,+966513189111,لا,2014-12-07
E00378,ابتسام الرويلي,1209478732,التشغيل,مشرف,6500,SA6175762449729949003404,+966588974414,نعم,2013-06-22
E00379,هاني القرشي,1492167315,التشغيل,مشرف,33000,SA5184069283894739320815,+966542890755,نعم,2012-12-14
E00380,حمد الزهراني,1828359321,التشغيل,موظف خدمة عملاء,14500,SA9819550785004450931955,+966574967806,لا,2021-12-15
E00381,شهد السلمي,1085249132,الاتصال المؤسسي,محلل,6500,SA3842282663077964397348,+966512402667,نعم,2014-08-07
E00382,أحمد الحازمي,1303111684,المشتريات,مستشار,11000,SA4685981415097283719792,+966572307654,نعم,2025-03-10
E00383,ديمة الشهري,1287627564,المشتريات,مدير عام مساعد,55000,SA7104925004974570875305,+966505561416,لا,2016-05-14
E00384,مساعد السلمي,1495681049,الخدمات المساندة,منسق,14500,SA5158486793127934564972,+966584936748,نعم,2021-06-02
E00385,فيصل الحميدي,1519691552,إدارة المخاطر,أمين مستودع,6500,SA9127558378191840233743,+966538896062,نعم,2021-04-29
E00386,غانم الرشيدي,1022260051,المالية,مهندس,8500,SA6429148543889657657401,+966507245783,نعم,2025-02-22
E00387,أمل اليامي,1838034062,الخدمات المساندة,محلل,55000,SA3173642349115877837980,+966575490048,نعم,2025-11-13
E00388,حسين البقمي,1162488868,تقنية المعلومات,رئيس قسم,33000,SA2899055829303093613224,+966533685870,نعم,2021-09-18
E00389,عبدالرحمن العوفي,1024033142,التدقيق الداخلي,موظف خدمة عملاء,22000,SA3736251727516510632435,+966578865093,نعم,2018-01-12
E00390,ناصر الزبيدي,1358781290,الشؤون القانونية,مختص,11000,SA6073387980403351558244,+966567580248,لا,2010-04-24
E00391,شيماء السلمي,1816682908,الشؤون القانونية,موظف خدمة عملاء,18000,SA3273038824509969864118,+966503892771,لا,2018-07-17
E00392,حسين السلمي,1547053031,المشتريات,محلل,6500,SA2247902929100349545735,+966551036486,لا,2015-11-08
E00393,أريج الشهراني,1887482618,المشتريات,مدير,22000,SA9398013137451901089255,+966548515972,نعم,2014-11-28
E00394,معاذ السواط,1197124744,الشؤون القانونية,أخصائي,27500,SA1993948981858750167716,+966516463968,نعم,2017-02-03
E00395,هاني الأسمري,1860771722,إدارة المخاطر,محلل,41000,SA0567057046025230989159,+966589548078,لا,2019-04-26
E00396,منى السواط,1497280097,التشغيل,محاسب,27500,SA6859873560793410487266,+966573158597,نعم,2023-05-05
E00397,عبير الغامدي,1210573760,الخدمات المساندة,باحث,14500,SA6839125023719186976772,+966586297397,لا,2018-03-13
E00398,منى الحميدي,1158314136,تقنية المعلومات,كبير محللين,41000,SA2811744448299621898300,+966503425404,نعم,2021-04-29
E00399,ماجد الربيعي,1663697975,الخدمات المساندة,مدير عام مساعد,55000,SA6564146984760675700616,+966514858151,نعم,2014-07-25
E00400,محمد القحطاني,1182962777,التخطيط والتطوير,رئيس قسم,27500,SA5302019670061300963998,+966541982145,نعم,2026-04-04
E00401,حسن العوفي,1765149925,التدقيق الداخلي,موظف خدمة عملاء,14500,SA6511464045736213320292,+966504684156,لا,2014-02-16
E00402,نواف الأسمري,1898764038,التخطيط والتطوير,موظف خدمة عملاء,6500,SA8308097075093433786120,+966583930329,لا,2021-04-14
E00403,إبراهيم البلوي,1750716092,إدارة المعرفة,محاسب,11000,SA5847911052976121580812,+966541426347,نعم,2020-08-26
E00404,رؤيا السلمي,1247621954,التدقيق الداخلي,باحث,18000,SA5056569757278603842613,+966532582441,لا,2010-12-08
E00405,ناصر الرويلي,1288217662,المشتريات,محلل,6500,SA3077403020037522951968,+966535593770,لا,2019-05-19
E00406,نجلاء العمري,1381631934,الشؤون القانونية,باحث,41000,SA0953516773487180422039,+966570311076,نعم,2012-03-14
E00407,شيماء العتيبي,1407575404,الاتصال المؤسسي,كبير محللين,8500,SA2771005277599123035056,+966587125433,نعم,2023-04-05
E00408,بشاير الشمري,1254268970,الاتصال المؤسسي,مطور برمجيات,33000,SA4130989142064478273562,+966576389220,لا,2010-10-09
E00409,إبراهيم السهلي,1619625435,الشؤون القانونية,مهندس,8500,SA6427355789635148599949,+966529363356,لا,2012-02-10
E00410,سامي الصاعدي,1227856901,الاتصال المؤسسي,أخصائي,27500,SA3205412667878890675013,+966597684385,لا,2014-12-13
E00411,حمزة الحربي,1352789968,إدارة المعرفة,أخصائي,41000,SA8328697743292420409356,+966552343933,لا,2014-10-19
E00412,عادل السديري,1342252887,إدارة المعرفة,مهندس,41000,SA5244240553518429167467,+966593485055,نعم,2024-12-07
E00413,ديمة الشريف,1488944057,الخدمات المساندة,باحث,22000,SA0650142742565039956189,+966562624263,نعم,2011-12-20
E00414,ديمة الأسمري,1489266484,الموارد البشرية,مختص,14500,SA7754113424548121475715,+966581154988,نعم,2017-05-04
E00415,إيمان الشريف,1528925652,الموارد البشرية,مستشار,11000,SA8799463145045983284108,+966567736626,نعم,2021-05-01
E00416,رنا الشمري,1096675713,ضبط الجودة,مدقق حسابات,11000,SA5829928559325362375404,+966592252335,لا,2018-11-23
E00417,زينب الرشيدي,1916441635,ضبط الجودة,محلل,6500,SA9792526786592822311366,+966500615713,نعم,2021-05-23
E00418,رهف الفيفي,1721146338,تقنية المعلومات,محلل,18000,SA9137545167222396078382,+966599827301,لا,2025-05-08
E00419,حمد العسيري,1395061441,ضبط الجودة,مشرف,6500,SA4762428521455153638945,+966571216542,نعم,2015-03-12
E00420,بيان العوفي,1402591109,الخدمات المساندة,أخصائي,27500,SA4355312691478700487240,+966580347993,لا,2025-08-21
E00421,مياء الشهراني,1246939373,التخطيط والتطوير,محلل,33000,SA1902391743357592774370,+966530108926,لا,2016-07-03
E00422,كريم البلوي,1827276658,ضبط الجودة,أخصائي,55000,SA3026400567808463601643,+966599207375,نعم,2023-05-20
E00423,سلمان القرني,1175511755,التدقيق الداخلي,محلل,55000,SA2741840788177396913263,+966508731206,نعم,2023-03-04
E00424,إبراهيم القرشي,1728359678,إدارة المعرفة,رئيس قسم,6500,SA6146710131742303281979,+966535766470,لا,2025-05-10
E00425,العنود السلمي,1126333689,تقنية المعلومات,مدير عام مساعد,27500,SA8994663542361816301424,+966564994019,نعم,2010-03-19
E00426,سلطان العوفي,1819613751,تقنية المعلومات,مشرف,41000,SA4932360240595845750675,+966553880202,نعم,2012-12-19
E00427,سمر السواط,1121992729,تقنية المعلومات,محاسب,14500,SA0879558282348483259304,+966580413533,نعم,2023-07-02
E00428,معاذ العتيبي,1765552375,الاتصال المؤسسي,أخصائي,27500,SA3121664068639104696927,+966547763154,نعم,2019-09-08
E00429,هبة العامري,1796602406,الموارد البشرية,مصمم,11000,SA2717638429571111559311,+966535983341,نعم,2013-08-09
E00430,بشاير البلوي,1697544656,الاتصال المؤسسي,محلل,27500,SA8316755166941602033518,+966592279036,نعم,2025-01-02
E00431,رهف الهاجري,1979767884,تقنية المعلومات,كبير محللين,6500,SA7268918391634567801281,+966544053348,نعم,2023-07-24
E00432,ديمة العمري,1285896120,إدارة المخاطر,أخصائي,11000,SA9602528035528215946943,+966541168100,نعم,2012-08-21
E00433,نورة الشمري,1637961101,التدقيق الداخلي,منسق,41000,SA8213668164101115225318,+966531438863,نعم,2024-11-19
E00434,نايف الرشيدي,1254011149,ضبط الجودة,مطور برمجيات,27500,SA6262371535785566123760,+966544076716,لا,2011-03-19
E00435,فهد الهاجري,1699612808,الشؤون القانونية,مدير عام مساعد,14500,SA7098956528943757070619,+966555033823,نعم,2013-07-07
E00436,زياد الثبيتي,1153660681,الخدمات المساندة,أخصائي,41000,SA8175196301108840157553,+966558524334,لا,2017-07-11
E00437,منصور الصاعدي,1570313807,إدارة المعرفة,مستشار,27500,SA6075218649482223925595,+966590509219,لا,2011-12-11
E00438,أريج الغامدي,1451405417,المشتريات,رئيس قسم,33000,SA6219118595930208752681,+966575395163,لا,2013-05-05
E00439,حمد السديري,1524249206,الخدمات المساندة,مدقق حسابات,41000,SA0499041961432050633076,+966571149988,نعم,2026-03-04
E00440,سلطان الرشيدي,1195092950,الموارد البشرية,أخصائي,11000,SA0718448613242439963133,+966518835814,لا,2018-03-16
E00441,محمد المالكي,1108851435,المشتريات,رئيس قسم,55000,SA3834958959701378478396,+966523783734,نعم,2022-01-08
E00442,لطيفة الثبيتي,1669051425,إدارة المخاطر,أمين مستودع,14500,SA1205011935470256561531,+966530350311,لا,2019-01-15
E00443,مياء الحربي,1351810385,الموارد البشرية,موظف خدمة عملاء,22000,SA1848215059234343746010,+966539328927,نعم,2017-01-15
E00444,غدير المسعود,1302440126,الاتصال المؤسسي,محلل,55000,SA4731576870808032840980,+966587571775,نعم,2011-08-15
E00445,مشعل الحازمي,1817697350,المشتريات,مدير عام مساعد,55000,SA6071991150658228862273,+966525657223,نعم,2010-03-01
E00446,مشعل الشمري,1058537588,الخدمات المساندة,مدير,27500,SA9192237136619360722294,+966577679733,لا,2016-05-28
E00447,سلمان البقمي,1213290578,تقنية المعلومات,مسؤول مشتريات,55000,SA5118875521053620858376,+966593839317,لا,2026-05-13
E00448,فيصل الرويلي,1870380175,الخدمات المساندة,مسؤول مشتريات,14500,SA8288846736306896510063,+966523607687,لا,2020-01-03
E00449,خلود الشهراني,1413514892,الاتصال المؤسسي,مدير,55000,SA2453863263855631147005,+966573103211,لا,2022-06-20
E00450,ريم العنزي,1811188166,إدارة المخاطر,مصمم,22000,SA8706581820879688325472,+966596331567,نعم,2015-07-10
E00451,هند العتيبي,1738680576,التدقيق الداخلي,مصمم,11000,SA7838169648965425979559,+966569174393,لا,2023-06-08
E00452,باسل القرشي,1353038415,الموارد البشرية,كبير محللين,11000,SA1598471449738382454561,+966501871404,نعم,2015-09-08
E00453,أحمد المسعود,1535952897,التخطيط والتطوير,مستشار,27500,SA9144268712975156255021,+966551846729,لا,2018-01-02
E00454,نواف الحازمي,1268133699,تقنية المعلومات,أمين مستودع,8500,SA9876304712270947580706,+966504840033,لا,2013-10-21
E00455,دلال السبيعي,1025792779,الخدمات المساندة,مدير,8500,SA7643097274995060090850,+966532126802,نعم,2024-09-24
E00456,خلود الشريف,1085370565,التدقيق الداخلي,كبير محللين,6500,SA3647531820978607228558,+966515785168,نعم,2015-02-06
E00457,تالا المطيري,1188028359,الخدمات المساندة,مسؤول مشتريات,14500,SA7466571385104651426078,+966563260389,نعم,2026-01-01
E00458,شهد الحازمي,1827892934,المشتريات,رئيس قسم,55000,SA9202702471345912949408,+966513128985,لا,2011-02-08
E00459,عبدالكريم العامري,1279894545,التشغيل,أمين مستودع,41000,SA3923774553581732347356,+966521161623,نعم,2024-05-01
E00460,باسل السبيعي,1176052445,ضبط الجودة,رئيس قسم,22000,SA1739547795560801227088,+966536877908,نعم,2020-01-30
E00461,سامي الرويلي,1695405116,الخدمات المساندة,باحث,55000,SA8841548536141507816046,+966577513142,نعم,2014-11-13
E00462,بيان الغامدي,1840975419,الموارد البشرية,باحث,14500,SA8969040641384578584869,+966527649863,لا,2012-07-18
E00463,عبير الحربي,1070264682,الخدمات المساندة,مختص,27500,SA5389672652546532524679,+966550448348,لا,2021-10-10
E00464,رند الأسمري,1135517710,التشغيل,أمين مستودع,22000,SA2087701144622555000619,+966537757212,نعم,2026-02-13
E00465,سلطان العوفي,1205717729,المشتريات,منسق,55000,SA9401543889865347079497,+966534829416,نعم,2011-10-24
E00466,حسن الخالدي,1753843133,الموارد البشرية,مدقق حسابات,11000,SA2957912324616282662768,+966547824362,لا,2015-11-05
E00467,تالا الحازمي,1390656872,المشتريات,مهندس,55000,SA2489078091933354965934,+966517214790,نعم,2019-11-13
E00468,سلطان الجهني,1142751385,ضبط الجودة,مختص,6500,SA2870495518734208254490,+966568129658,لا,2018-02-15
E00469,العنود العسيري,1458698170,التخطيط والتطوير,أمين مستودع,33000,SA2912347843167394543369,+966599111132,نعم,2014-07-01
E00470,سلطان الرشيدي,1290012259,إدارة المعرفة,محلل,14500,SA2634526498165696532292,+966575158884,لا,2015-02-01
E00471,مروة البقمي,1227064795,تقنية المعلومات,منسق,41000,SA8261890261158335310169,+966546377986,نعم,2017-12-30
E00472,أيمن السلمي,1249302876,الشؤون القانونية,كبير محللين,27500,SA3595563401960351736144,+966504513234,لا,2020-04-20
E00473,سلمان العسيري,1907160319,المشتريات,محاسب,18000,SA7530786879407277192828,+966519786738,نعم,2025-04-18
E00474,تركي الثبيتي,1145636534,التخطيط والتطوير,كبير محللين,11000,SA3962483338939471028440,+966552065228,نعم,2011-06-07
E00475,لين القرني,1097938151,الاتصال المؤسسي,أخصائي,22000,SA0948494658029592268966,+966578198369,نعم,2016-04-25
E00476,كريم الحميدي,1522603354,تقنية المعلومات,مدقق حسابات,33000,SA0282029588743537305045,+966519124409,نعم,2013-10-27
E00477,خالد الزياني,1138058142,الاتصال المؤسسي,أمين مستودع,6500,SA9151344214654724519097,+966546016189,لا,2025-09-08
E00478,رامي العتيبي,1199231620,التدقيق الداخلي,رئيس قسم,14500,SA8610081205612087566940,+966501299304,نعم,2022-02-06
E00479,عبدالعزيز الأسمري,1912767298,الشؤون القانونية,مصمم,33000,SA1713122442041803986340,+966594202026,لا,2022-10-17
E00480,ماجد الزبيدي,1650792573,المشتريات,منسق,22000,SA4208388594809311050285,+966544980422,نعم,2012-09-14
E00481,شيماء العتيبي,1443830102,المالية,كبير محللين,8500,SA7725108701031294399105,+966598780983,نعم,2016-06-30
E00482,رنا المسعود,1339568550,المشتريات,محاسب,8500,SA1701448680646812398959,+966527136185,لا,2024-02-16
E00483,الجوهرة السديري,1076230737,الاتصال المؤسسي,كبير محللين,18000,SA8194204678089949804431,+966566761834,نعم,2024-04-29
E00484,الجوهرة اليامي,1405755958,إدارة المخاطر,باحث,55000,SA4061502144300502829977,+966550710086,نعم,2016-07-11
E00485,دلال البلوي,1815638877,المشتريات,أخصائي,33000,SA9155874069340565844194,+966582617346,نعم,2022-08-11
E00486,شيماء التميمي,1328224819,إدارة المخاطر,مهندس,41000,SA5177907337728398278516,+966528441861,نعم,2015-11-15
E00487,رنا الربيعي,1050872678,التشغيل,كبير محللين,33000,SA6823906688601083052033,+966526825639,نعم,2020-09-20
E00488,شهاب الثبيتي,1683793895,الخدمات المساندة,محاسب,33000,SA7964947476445166024987,+966535814097,لا,2025-02-12
E00489,زياد العرجاني,1115182733,إدارة المخاطر,رئيس قسم,14500,SA1430552794330125365099,+966535375531,نعم,2019-06-04
E00490,رند القحطاني,1134084290,تقنية المعلومات,أمين مستودع,18000,SA1069855676926330024750,+966535627192,لا,2024-12-15
E00491,أسماء العمري,1555798022,الاتصال المؤسسي,مسؤول مشتريات,11000,SA3279257653745713742342,+966505004485,نعم,2019-10-23
E00492,مروة العتيبي,1720053162,التخطيط والتطوير,موظف خدمة عملاء,22000,SA6988294512458044998539,+966520860855,لا,2016-01-25
E00493,نورة العرجاني,1187802242,الشؤون القانونية,كبير محللين,8500,SA0480902265203461142705,+966571430605,نعم,2026-01-25
E00494,مشعل الخالدي,1582211726,تقنية المعلومات,أمين مستودع,6500,SA6246795951683244186706,+966547395180,نعم,2025-03-09
E00495,مياء الحميدي,1374630703,الشؤون القانونية,أخصائي,18000,SA4499009142825555607106,+966578327128,نعم,2021-04-23
E00496,دلال العمري,1165711209,الاتصال المؤسسي,مستشار,18000,SA7250638110079055434748,+966551413056,نعم,2011-01-30
E00497,غانم الحربي,1163545492,التخطيط والتطوير,مصمم,55000,SA7319636501469040929265,+966545895488,نعم,2011-05-03
E00498,شيماء الشريف,1164931196,إدارة المخاطر,مشرف,6500,SA8032688530765871854831,+966511882074,نعم,2010-10-26
E00499,نجلاء التميمي,1104618176,الخدمات المساندة,مطور برمجيات,18000,SA8199469498744723449176,+966524559636,لا,2024-12-26
E00500,بدر الشريف,1893852986,الموارد البشرية,محاسب,11000,SA4374570076846445714596,+966591418220,لا,2013-03-30
E00501,أسماء الصاعدي,1986917142,التشغيل,مشرف,55000,SA1886448045351118771024,+966548018135,لا,2025-05-07
E00502,الجوهرة الرويلي,1509703565,الخدمات المساندة,مدير,27500,SA1129486391903458851776,+966542180223,نعم,2011-08-25
E00503,نجود الشهراني,1685113548,الموارد البشرية,مطور برمجيات,55000,SA2660438890764345164434,+966574124106,نعم,2010-02-03
E00504,نجلاء السلمي,1992272292,المشتريات,أخصائي,55000,SA9623318476485238902663,+966579850689,لا,2012-01-02
E00505,أسماء المطيري,1249223387,الشؤون القانونية,موظف خدمة عملاء,55000,SA1624157520618487580721,+966557153167,نعم,2025-03-11
E00506,أسماء الأسمري,1412923409,إدارة المخاطر,أخصائي,8500,SA7006771191196019419936,+966552374074,نعم,2025-04-05
E00507,عبدالكريم الحوساوي,1044547410,التخطيط والتطوير,باحث,22000,SA4359538994190946604297,+966574395408,لا,2025-01-10
E00508,وفاء السبيعي,1283444287,تقنية المعلومات,موظف خدمة عملاء,11000,SA5648421380325401771800,+966525618186,لا,2013-05-17
E00509,ماجد اليامي,1611204189,التدقيق الداخلي,محاسب,11000,SA8888551691664427280173,+966581411277,لا,2021-02-05
E00510,منصور السهلي,1153214943,التخطيط والتطوير,مدير عام مساعد,11000,SA2692127034771357601454,+966514383869,لا,2024-08-30
E00511,حنان العسيري,1017616721,الاتصال المؤسسي,مدير,6500,SA9044089328396672753454,+966560954658,نعم,2019-07-27
E00512,وفاء السهلي,1472349990,ضبط الجودة,باحث,41000,SA7335440579437349476396,+966556689308,لا,2022-07-14
E00513,كريم الحازمي,1592549966,المالية,أمين مستودع,33000,SA5017991855582977110441,+966511525336,نعم,2024-10-09
E00514,مساعد المطيري,1533105464,التشغيل,باحث,6500,SA0710546090005043076045,+966529621691,نعم,2022-04-07
E00515,لؤي الرويلي,1894660552,التدقيق الداخلي,باحث,22000,SA6292513193481689653109,+966546919399,نعم,2010-04-19
E00516,مشعل اليامي,154827070,تقنية المعلومات,رئيس قسم,22000,SA7303627916036842975968,+966565254549,لا,2016-10-28
E00517,ديمة الأسمري,1037935689,الخدمات المساندة,كبير محللين,55000,SA5884902399807645958117,+966539462884,لا,2020-04-03
E00518,ميساء العمري,1264658707,الشؤون القانونية,مصمم,55000,SA7264005054148968866045,+966505108587,نعم,2012-07-30
E00519,أنس القرشي,1497569754,الخدمات المساندة,مسؤول مشتريات,14500,SA5060084229737959098673,+966533408856,لا,2012-01-20
E00520,يوسف الحوساوي,1442758312,التخطيط والتطوير,مطور برمجيات,18000,SA8687723688237552207609,+966502940941,نعم,2014-08-01
E00521,شهاب الحوساوي,1681255004,الاتصال المؤسسي,موظف خدمة عملاء,14500,SA2342873146170273880102,+966541489143,نعم,2011-06-09
E00522,نورة العمري,1848140164,تقنية المعلومات,موظف خدمة عملاء,8500,SA3955600153894334858121,+966508239555,لا,2016-06-30
E00523,أحمد اليامي,1070216252,المالية,مسؤول مشتريات,18000,SA7189517986679800795909,+966559073919,لا,2021-09-07
E00524,مياء المطيري,1241209970,التشغيل,مدقق حسابات,27500,SA5548952455254055299253,+966542101899,نعم,2023-12-10
E00525,لؤي العمري,1591698152,المشتريات,منسق,14500,SA7530356083811495590189,+966540774661,نعم,2022-06-30
E00526,شيماء العسيري,1912911896,تقنية المعلومات,أخصائي,8500,SA5088035020147122707887,+966538595335,لا,2021-12-15
E00527,هيفاء القرني,1739884268,الاتصال المؤسسي,كبير محللين,41000,SA3125313595519647504715,+966512378010,لا,2026-05-10
E00528,مازن السديري,1165848803,المالية,مطور برمجيات,11000,SA6146732194105141799735,+966538445959,نعم,2018-11-29
E00529,سلمى المسعود,1966829564,الاتصال المؤسسي,محلل,41000,SA7659678817611153579497,+966564958598,نعم,2019-10-24
E00530,أنوار الحميدي,1561101831,ضبط الجودة,أمين مستودع,6500,SA6227068056389503761140,+966524401529,لا,2012-07-14
E00531,ابتسام العوفي,1595558576,التشغيل,أخصائي,41000,SA4576197126037698955079,+966514655967,لا,2011-01-19
E00532,لين التميمي,1355439900,إدارة المخاطر,مشرف,27500,SA6127289297302098418891,+966506184220,نعم,2010-08-28
E00533,سارة الزياني,1964641086,الموارد البشرية,محلل,33000,SA6669016233067819364169,+966543548892,نعم,2018-06-09
E00534,مازن الشهري,1408550604,ضبط الجودة,مسؤول مشتريات,14500,SA9063777405860668181753,+966564887099,لا,2019-12-05
E00535,حسن الزبيدي,1170897571,ضبط الجودة,أخصائي,41000,SA2987138253444101653147,+966511167353,لا,2011-12-17
E00536,حمد الربيعي,1635150400,المشتريات,منسق,22000,SA7531194115626474962226,+966512761178,لا,2015-03-07
E00537,أنس الأسمري,1393820855,الاتصال المؤسسي,مطور برمجيات,14500,,+966594496476,لا,2021-06-22
E00538,مشعل الغامدي,1465426128,التشغيل,باحث,41000,SA1777284238984034940924,+966554237734,نعم,2012-05-20
E00539,جاسم التميمي,1641859804,التدقيق الداخلي,محلل,8500,SA5257088628669918949858,+966548167159,لا,2011-12-09
E00540,أنس الزبيدي,1335895601,الاتصال المؤسسي,مصمم,41000,SA5285594844832837966216,+966520212326,نعم,2020-04-13
E00541,عبدالكريم الشمري,1835881649,المالية,منسق,18000,SA2783806638358434822232,+966591568363,لا,2010-08-24
E00542,عبدالعزيز الحميدي,1981145368,تقنية المعلومات,مشرف,27500,SA5813465604062264189139,+966582576082,لا,2026-01-18
E00543,وائل العنزي,1873943722,التخطيط والتطوير,كبير محللين,55000,SA1234322747009581116024,+966542954236,لا,2025-05-01
E00544,تركي الفيفي,1961644968,ضبط الجودة,موظف خدمة عملاء,22000,SA4496392683447982970356,+966572320027,نعم,2022-01-11
