vendor_id,vendor_name_ar,cr_number,vat_number,city,contact_person_ar,contact_email,contact_phone,iban,status,last_updated
V00295,شركة مساهمة الأسمري للاستشارات,7106926127,317326193507343,سكاكا,عبدالكريم العمري,bashayir.alswat@vendor10.sa.example,+966549824429,SA8338882658734385143637,نشط,2025-07-29
V00296,شركة مساهمة الربيعي للمستشفيات,4032314086,376263566048153,الطائف,حسين القحطاني,abdulkarim.alsudairi@vendor23.sa.example,+966521427596,SA8576436959191035802487,نشط,2024-11-04
V00297,مركز السواط للترجمة والتعريب,3406072426,368443852047623,بريدة,سمر العسيري,abdullah.alkhaldi@vendor10.sa.example,+966583153383,SA7943581027093878279486,نشط,2025-04-16
V00298,مركز العوفي للترجمة والتعريب,6906299216,328167064127903,عرعر,يوسف القحطاني,shahad.alarjani@vendor8.sa.example,+966586779568,SA2124848223696547000521,نشط,2026-05-26
V00299,مركز البلوي للإعلام والتواصل,2051934229,353460746878873,الجبيل,مها الشريف,ruya.alarjani@vendor7.sa.example,+966517674950,SA4865873534829950930816,نشط,2024-05-05
V00300,شركة مساهمة العتيبي للخدمات اللوجستية,4030290512,334404562352843,جدة,لطيفة الزبيدي,jawaher.alrashidi@vendor10.sa.example,+966577541579,SA9532032322031978576175,نشط,2025-03-29
V00301,مجموعة الدوسري للخدمات البيئية,4650701369,351398215289063,المدينة المنورة,نايف القرشي,ruya.almasoud@vendor11.sa.example,+966593097152,SA4705872273978154127906,نشط,2024-11-27
V00302,مصنع البلوي للاتصالات,6906737907,316373916057263,عرعر,حسين الربيعي,omar.alhazmi@vendor2.sa.example,+966574525124,SA0250074008170630311972,نشط,2024-09-29
V00303,شركة مساهمة العتيبي للتجهيزات الطبية,2050308749,359460896084353,الدمام,معاذ القرني,latifa.alzubaidi@vendor29.sa.example,+966568034151,SA4583059979553103293506,نشط,2025-12-03
V00304,مختبرات الشهراني للترجمة والتعريب,6506168423,326611342733813,نجران,سلمان الشهري,sahar.albalawi@vendor13.sa.example,+966599992949,SA7852245402782167755068,نشط,2025-04-25
V00305,مركز القحطاني للاستشارات,4652519563,395392580104473,ينبع,حسن العنزي,tala.alotaibi@vendor8.sa.example,+966583507445,SA3314563758628345125404,نشط,2025-04-10
V00306,مكتب العمري للتجهيزات الطبية,2051428414,323357744629583,الجبيل,حمد المطيري,luay.aldosari@vendor19.sa.example,+966548200216,SA7350300189082891063543,نشط,2024-04-22
V00307,مؤسسة السديري للتجهيزات الطبية,5855186640,346646753692783,أبها,لين العرجاني,bashayir.almalki@vendor12.sa.example,+966509993811,SA6726924520383741307622,نشط,2024-11-29
V00308,مؤسسة الغامدي للاتصالات,4652307740,338492353013003,ينبع,غدير الغامدي,rashed.alyami@vendor29.sa.example,+966529719081,SA6853780646415516202601,نشط,2025-05-19
V00309,شركة العرجاني للخدمات اللوجستية,4652997414,397977977724993,ينبع,تركي القرني,shehab.alsalmi@vendor10.sa.example,+966588806242,SA2880675699959101384076,نشط,2026-01-07
V00310,مختبرات الهاجري للطباعة والنشر,6906903590,339730317281833,عرعر,سامي الأسمري,heba.alshahrani@vendor13.sa.example,+966558254715,SA1221834566908245952175,نشط,2026-06-11
V00311,مكتب العمري للتعليم والتدريب,2050075339,330812559728883,الدمام,نجلاء العنزي,hamad.alsaaidi@vendor11.sa.example,+966579615044,SA6367364131548355465154,نشط,2024-04-18
V00312,مجموعة الجهني للاستشارات,7106350426,336259270826663,سكاكا,محمد الحربي,hassan.alzubaidi@vendor1.sa.example,+966572748958,SA6816491181666139126909,نشط,2024-08-08
V00313,مصنع الهاجري للأمن السيبراني,4031848021,320533056705453,مكة المكرمة,ميساء الدوسري,luay.alzahrani@vendor15.sa.example,+966502859789,SA7291695746396373807274,نشط,2025-11-20
V00314,مؤسسة السديري للبنية التحتية,4031817911,398347317085553,مكة المكرمة,أنس العمري,bashayir.alsahli@vendor9.sa.example,+966505958153,SA5045126120763896410323,نشط,2024-05-05
V00315,مؤسسة السلمي للاستشارات,4650316556,341505154814393,المدينة المنورة,غانم الحوساوي,adel.alqurashi@vendor2.sa.example,+966571770491,SA9780895327274277443149,نشط,2025-10-18
V00316,شركة اليامي للمقاولات,4030338458,371301551805783,جدة,صفاء الغامدي,badr.alomari@vendor19.sa.example,+966530633817,SA3261557123070381378063,نشط,2024-05-02
V00317,شركة القرني للبنية التحتية,3406114164,302726413962113,بريدة,غانم العوفي,abdulkarim.alqahtani@vendor27.sa.example,+966512145155,SA7316995049045421338803,نشط,2024-07-08
V00318,مصنع السبيعي للصناعات الغذائية,4652252387,351127775222043,ينبع,صالح العوفي,ghanem.alasiri@vendor29.sa.example,+966571203233,SA1538012105233178698041,نشط,2025-08-19
V00319,مركز الصاعدي للطباعة والنشر,4030345075,325916211227693,جدة,أيمن السهلي,maha.alruwaily@vendor13.sa.example,+966534710917,SA3101482066248992833182,نشط,2024-10-11
V00320,شركة السواط للخدمات المالية,5855508807,344365878212093,أبها,إبراهيم السواط,hind.alswat@vendor5.sa.example,+966547265644,SA3516896338924088504925,نشط,2024-12-22
V00321,مجموعة العتيبي للمستشفيات,4030892843,360055674691393,جدة,تالا الجهني,heba.alrubaie@vendor24.sa.example,+966537401274,SA1555197827165361497378,نشط,2025-06-10
V00322,مركز الخالدي للخدمات اللوجستية,6006154719,309705231138043,جازان,مساعد الحربي,omar.aldosari@vendor19.sa.example,+966531294373,SA2199649859954523706188,نشط,2026-06-02
V00323,شركة مساهمة السواط للترجمة والتعريب,5854111250,398144342991363,خميس مشيط,نايف العوفي,sara.alsalmi@vendor13.sa.example,+966567885270,SA1533556013821690052993,نشط,2025-10-23
V00324,شركة مساهمة المقرن للبنية التحتية,2050111102,389378177999063,الدمام,سلمى الفيفي,hani.albalawi@vendor13.sa.example,+966594014516,SA4135919175073401418010,نشط,2025-02-27
V00325,مختبرات السهلي للمقاولات,3406104359,388470357793093,بريدة,منى القحطاني,nadia.alsalmi@vendor14.sa.example,+966598647693,SA5053380200001710909335,نشط,2025-04-01
V00326,مركز الزياني للخدمات البيئية,2050121380,324063947014093,الدمام,ابتسام الرويلي,hassan.alshamri@vendor17.sa.example,+966548627156,SA6896788406013787374099,نشط,2024-06-12
V00327,مؤسسة الزهراني لإدارة المشاريع,6006623725,323684903552983,جازان,عبير الشهراني,sami.alqurashi@vendor9.sa.example,+966534094289,SA8041727973975023879249,نشط,2025-01-20
V00328,مركز العتيبي للتسويق الرقمي,3206947626,311629994387683,حائل,عبدالكريم السبيعي,wael.albalawi@vendor10.sa.example,+966583411155,SA7587188951909361430446,نشط,2026-06-13
V00329,مصنع السواط للتعليم والتدريب,7106638500,369005058298543,سكاكا,أريج الشريف,reem.albalawi@vendor16.sa.example,+966550907418,SA5352154647375478499828,نشط,2025-09-01
V00330,مصنع المسعود للأمن السيبراني,2051816347,326808825057293,الجبيل,هيفاء البلوي,salman.alanazi@vendor6.sa.example,+966516439513,SA2983286143165482314855,نشط,2025-08-08
V00331,مؤسسة الرشيدي لتقنية المعلومات,4652114861,334942323504323,ينبع,مروة المقرن,alanoud.alfaifi@vendor25.sa.example,+966544986890,SA9341950407188416079227,نشط,2025-09-24
V00332,مكتب البلوي للخدمات اللوجستية,6506002228,321137126653333,نجران,جواهر الدوسري,yousef.aldosari@vendor12.sa.example,+966509490035,SA1933871570325333673525,نشط,2024-11-20
V00333,مختبرات الحميدي للاتصالات,3206859698,343649634982003,حائل,عبير الربيعي,muath.alrubaie@vendor30.sa.example,+966544559007,SA0572268561051788816075,نشط,2025-05-20
V00334,شركة مساهمة الشريف للصناعات الغذائية,5854973866,319049769249213,خميس مشيط,شيماء العامري,eman.almutairi@vendor22.sa.example,+966568160178,SA0524869337784015731775,نشط,2026-03-03
V00335,مركز السبيعي للخدمات المالية,6906711647,343295416722853,عرعر,أمل الزبيدي,latifa.alomari@vendor21.sa.example,+966533148245,SA2624280847512495364552,نشط,2024-08-12
V00336,مؤسسة المرواني للتسويق الرقمي,5855692380,394868896960203,أبها,وائل الزهراني,heba.alqurashi@vendor2.sa.example,+966512843401,SA3550458380306252459366,نشط,2024-04-22
V00337,شركة السلمي للتعليم والتدريب,5606355995,382223672036643,تبوك,عبير البلوي,abdulaziz.alshehri@vendor21.sa.example,+966533332024,SA3166052276177079956820,نشط,2024-10-08
V00338,مكتب الجهني للبنية التحتية,3406876992,316833194494003,بريدة,خالد الرويلي,ghanem.alghamdi@vendor30.sa.example,+966557199700,SA8623820028788670496664,نشط,2026-01-26
V00339,مؤسسة الهاجري للصناعات الغذائية,2050484779,300030470490893,الدمام,جواهر الزبيدي,shahad.alotaibi@vendor22.sa.example,+966587597957,SA7454103233961029504572,نشط,2025-06-26
V00340,مؤسسة القرشي للأعمال العقارية,7106311364,367460614127403,سكاكا,سلمى الرويلي,ahmed.alshahrani@vendor6.sa.example,+966502237580,SA0307926284839572448392,نشط,2021-02-04
V00341,مصنع المقرن للتطوير البرمجي,4032943969,302603189686983,الطائف,جاسم الحوساوي,sahar.alsharif@vendor26.sa.example,+966503984686,SA7743300841543497412033,نشط,2024-07-10
V00342,مؤسسة السلمي للصناعات الغذائية,7106627314,376336477131623,سكاكا,رؤيا القرني,naif.aljohani@vendor25.sa.example,+966510991740,SA7423185553118821851297,نشط,2024-05-07
V00343,مركز الزياني للأعمال العقارية,3206940925,359464871704023,حائل,حسن القرشي,abdulaziz.altamimi@vendor3.sa.example,+966546730253,SA6342985901027772593629,نشط,2025-12-31
V00344,مجموعة العرجاني للمستشفيات,3406642309,392026359582023,بريدة,رانيا البلوي,hamza.alshahrani@vendor16.sa.example,+966535944238,SA3705264580966449935311,نشط,2024-11-12
V00345,مختبرات الشمري للإعلام والتواصل,4650556836,300625205595893,المدينة المنورة,حسين البلوي,salma.alzubaidi@vendor18.sa.example,+966516652341,SA5287135803240147054785,نشط,2024-06-26
V00346,مجموعة السهلي للتطوير البرمجي,4652696060,303257731575743,ينبع,نورة المطيري,heba.alruwaily@vendor18.sa.example,+966574965314,SA7241491109557191362344,نشط,2024-05-01
V00347,مؤسسة العمري للترجمة والتعريب,2050072022,389563462962863,الدمام,رامي البلوي,sami.alomari@vendor3.sa.example,+966561266207,SA7041441252729098709454,نشط,2025-09-13
V00348,مؤسسة العنزي للأعمال العقارية,5854137414,398293473094753,خميس مشيط,نجلاء الرويلي,sultan.almutairi@vendor25.sa.example,+966590760141,SA8924817394896649399494,نشط,2026-01-22
V00349,مختبرات العمري للخدمات المالية,6006445860,394782416192083,جازان,سامي الجهني,turki.alharbi@vendor22.sa.example,+966509378053,SA2616260489928510243415,نشط,2025-04-27
V00350,مؤسسة الحميدي للتعليم والتدريب,2050471775,364819337798,الدمام,ميساء الشهراني,eman.alqurashi@vendor23.sa.example,+966547197247,SA8279939630457056275676,نشط,2025-06-15
V00351,مؤسسة العرجاني للتجهيزات الطبية,4652531704,366456483751223,ينبع,منصور السهلي,rania.alruwaily@vendor10.sa.example,+966536347831,SA5498194912280431507960,نشط,2026-01-07
V00352,شركة السديري للأمن السيبراني,2051521357,326826092647443,الجبيل,عبدالرحمن القرشي,hanan.alotaibi@vendor26.sa.example,+966590963862,SA1705368551327725386346,نشط,2025-12-16
V00353,مختبرات الجهني للأمن السيبراني,4650950780,387666361804643,المدينة المنورة,مساعد الزبيدي,sahar.aldosari@vendor19.sa.example,+966525701954,SA9776951982000401812388,نشط,2025-07-19
V00354,مكتب الشريف للطباعة والنشر,4032509989,394909631124533,الطائف,منصور الشمري,jasem.alqurashi@vendor1.sa.example,+966559203690,SA0999896324865097139532,نشط,2026-03-17
V00355,مجموعة الرويلي للطباعة والنشر,6906199358,340625479190873,عرعر,إيمان القحطاني,reem.alomari@vendor16.sa.example,+966529455637,SA8585941477473933232138,نشط,2026-02-16
V00356,شركة العسيري لإدارة المشاريع,6006985561,352323186203703,جازان,نادية السلمي,maisa.albalawi@vendor24.sa.example,+966579215828,SA8070298581954515816091,نشط,2025-08-30
V00357,مكتب البلوي للترجمة والتعريب,4032438511,323289486819523,الطائف,مها البلوي,majed.alhumaidi@vendor16.sa.example,+966532817738,SA4363110067492620167371,نشط,2025-09-10
V00358,شركة مساهمة المرواني للتعليم والتدريب,5855489036,375176557995103,أبها,خلود الغامدي,rashed.alashmari@vendor9.sa.example,+966582944613,SA3131305340984556824232,نشط,2019-10-12
V00359,شركة العنزي للاتصالات,4650153583,392875519237173,المدينة المنورة,ابتسام المرواني,marwa.alzubaidi@vendor29.sa.example,+966545920132,SA8256266996764959949312,نشط,2026-05-14
V00360,مصنع السديري للخدمات البيئية,4650458372,368281828227323,المدينة المنورة,أنوار القحطاني,ibrahim.alsubaie@vendor18.sa.example,+966580942527,SA1465142452923380042530,نشط,2025-10-04
V00361,مؤسسة الحوساوي للأعمال العقارية,4650828405,323790366116513,المدينة المنورة,مساعد السلمي,reem.alswat@vendor2.sa.example,+966590591315,SA2007589001597473132215,نشط,2025-06-23
V00362,مختبرات المالكي للتعليم والتدريب,4032911278,370600509951643,الطائف,عبدالكريم المقرن,rashed.alzubaidi@vendor10.sa.example,+966576757103,SA2999818922455407129895,نشط,2026-04-12
V00363,مكتب البلوي للأمن السيبراني,4032500359,354234988153503,الطائف,زياد الرويلي,hamza.alshahrani@vendor11.sa.example,+966541192975,SA1797037073268137462868,نشط,2025-10-17
V00364,مركز القحطاني للمستشفيات,3406470975,372058472960323,بريدة,هبة السبيعي,asma.almalki@vendor23.sa.example,+966567511776,SA7162034410491752421102,نشط,2025-01-03
V00365,مختبرات العسيري للإعلام والتواصل,6906749754,362364691441883,عرعر,سعد المقرن,aljawharah.alqurashi@vendor7.sa.example,+966558301571,SA1918915167087643781992,نشط,2024-11-17
V00366,مجموعة الغامدي للصناعات الغذائية,1010786900,360463879808683,الرياض,كريم الهاجري,hanan.alsharif@vendor8.sa.example,+966597671528,SA3007291488651418273907,نشط,2025-06-15
V00367,مكتب الدوسري للخدمات المالية,6506960523,325219755413,نجران,محمد الحميدي,kholoud.alqahtani@vendor7.sa.example,+966584539894,SA9057586374882755377321,نشط,2024-11-13
V00368,مختبرات العتيبي للخدمات المالية,4031606265,335531999643703,مكة المكرمة,عبدالعزيز العامري,ibtisam.alhosawy@vendor24.sa.example,,SA5021328226120067574525,نشط,2024-11-24
V00369,شركة مساهمة العمري للإعلام والتواصل,7106562090,322770884955163,سكاكا,إيمان الزهراني,jawaher.alshehri@vendor15.sa.example,+966522595964,SA5697495748382326468570,نشط,2025-07-23
V00370,مصنع الشهراني للتجهيزات الطبية,5855276220,385186005420253,أبها,خالد الرشيدي,haifa.alzahrani@vendor1.sa.example,+966544517682,SA6634993187643267191347,نشط,2025-10-24
V00371,مختبرات الهاجري لإدارة المشاريع,4032517307,344155603128413,الطائف,بيان الثبيتي,anas.altamimi@vendor2.sa.example,+966550599316,SA5896249306952903588569,نشط,2025-12-08
V00372,مجموعة الزياني للتجهيزات الطبية,6006953865,334501849132063,جازان,بدر الحوساوي,walid.almutairi@vendor16.sa.example,+966566141250,SA0526998295680373950003,نشط,2025-05-07
V00373,مختبرات السلمي للترجمة والتعريب,4650649807,340074813633873,المدينة المنورة,فيصل الدوسري,anas.alhazmi@vendor10.sa.example,+966536703155,SA0408317021578670033057,نشط,2025-05-18
V00374,شركة العتيبي للتطوير البرمجي,7106063778,389415129889873,سكاكا,هاني الثبيتي,anas.altamimi@vendor30.sa.example,+966512315323,SA9489790795026238672414,نشط,2025-12-31
V00375,مصنع الحميدي للإعلام والتواصل,5606237554,322121218813573,تبوك,لطيفة الحميدي,nadia.aldosari@vendor19.sa.example,+966542433903,SA3319115601196432702882,نشط,2026-03-29
V00376,مجموعة الشهري للخدمات البيئية,1010890684,399526311090373,الرياض,فاطمة البقمي,areej.alasiri@vendor20.sa.example,+966515488244,SA2132384410346466339706,نشط,2025-06-15
V00377,مجموعة المالكي للبنية التحتية,4031987097,314100288172683,مكة المكرمة,شهاب الشهراني,walid.alharbi@vendor27.sa.example,+966587680115,SA9710427424821079751776,نشط,2025-01-28
V00378,مركز الشريف للمقاولات,1010462681,339210502104383,الرياض,الجوهرة البلوي,majed.alasiri@vendor4.sa.example,+966513569199,SA9244630131843464137253,نشط,2025-02-10
V00379,مؤسسة البلوي للخدمات المالية,5855529284,353899753656563,أبها,عمر المقرن,lama.alsharif@vendor8.sa.example,+966541556057,SA8357985898427852553917,نشط,2024-08-23
V00380,شركة الشمري للأمن السيبراني,3406540444,324148733780993,بريدة,أيمن الثبيتي,fatima.alsaaidi@vendor12.sa.example,+966539665624,SA5645233036600434138459,نشط,2026-03-02
V00381,مجموعة الربيعي للتجهيزات الطبية,6906122068,306324094730333,عرعر,سلطان البلوي,omar.alhosawy@vendor2.sa.example,+966531540304,SA9606146002178583661550,نشط,2026-03-04
V00382,مجموعة الدوسري للخدمات البيئية,6006200267,373858566669533,جازان,وفاء المسعود,mazen.albqami@vendor27.sa.example,+966566027136,SA2455102587038584450775,نشط,2026-02-23
V00383,شركة مساهمة السبيعي للمقاولات,6506233624,335449940079833,نجران,فهد الحربي,saad.alyami@vendor28.sa.example,+966535275794,SA7667008859194698561775,نشط,2024-07-23
V00384,مختبرات العمري للأعمال العقارية,4652813826,323676728034613,ينبع,عبدالعزيز الرشيدي,mona.althbiti@vendor18.sa.example,+966537542097,SA5244602648255652908761,نشط,2025-11-18
V00385,شركة العوفي للاتصالات,2050334979,342247863692623,الدمام,غدير الزهراني,ruya.aldosari@vendor4.sa.example,+966581848766,SA0877188600821406172800,نشط,2024-12-12
V00386,مختبرات الرشيدي للاستشارات,7106460845,381341865385773,سكاكا,لؤي الرويلي,nasser.alruwaily@vendor30.sa.example,+966556220903,SA4587624313620365872412,نشط,2025-01-18
V00387,مكتب الغامدي للأعمال العقارية,6506261856,317807514598883,نجران,لين الغامدي,ruya.alqurashi@vendor2.sa.example,+966578504284,SA8518783334358784206071,نشط,2024-04-29
V00388,مصنع الزياني للخدمات اللوجستية,2050682365,334594380137353,الدمام,راشد العسيري,abdulkarim.alghamdi@vendor25.sa.example,+966597110559,SA9847608973235997882996,نشط,2024-12-27
V00389,مجموعة السواط للمقاولات,5854351109,392799603028823,خميس مشيط,بشاير التميمي,noura.almasoud@vendor10.sa.example,+966529809508,SA9576468439277010284716,نشط,2025-05-24
V00390,مكتب العتيبي للإعلام والتواصل,4031537022,380120711602313,مكة المكرمة,مروة البلوي,mishal.alharbi@vendor3.sa.example,+966541319537,SA7204330024696554190915,نشط,2024-05-12
V00391,شركة مساهمة الشهري للخدمات المالية,3406211516,363485801605173,بريدة,خلود الربيعي,rania.alfaifi@vendor2.sa.example,+966559029130,SA7902823702957948838020,نشط,2025-06-06
V00392,مصنع الحميدي للتسويق الرقمي,1010606030,370006156067803,الرياض,خلود الشهري,jawaher.alhazmi@vendor18.sa.example,+966523330755,SA7852915301378045993572,نشط,2026-06-03
V00393,مركز الزبيدي للصناعات الغذائية,3206143292,309524018457463,حائل,حنان الشمري,hamza.alzahrani@vendor9.sa.example,+966559240862,SA3771104215594368862052,نشط,2025-07-13
V00394,مختبرات الصاعدي للتسويق الرقمي,7106627157,340104646251403,سكاكا,رامي الأسمري,areej.alhosawy@vendor4.sa.example,+966541563261,SA1325009617220131656759,نشط,2026-01-31
V00395,مركز الأسمري للأعمال العقارية,1010240318,368426177362843,الرياض,أمل الرشيدي,samar.alaufi@vendor5.sa.example,+966513247377,SA7290893109727823608631,نشط,2026-03-25
V00396,مؤسسة البلوي للمقاولات,5606140155,350271607252613,تبوك,فهد العامري,hanan.alsubaie@vendor22.sa.example,+966544720769,SA4169778609740562781847,نشط,2024-12-20
V00397,شركة الربيعي للتعليم والتدريب,5854012141,395073869830343,خميس مشيط,رانيا البقمي,rashed.alqurashi@vendor17.sa.example,+966522486903,SA4382635228599091670681,active,2025-05-03
V00398,مختبرات الأسمري للخدمات البيئية,1010121810,340561590993053,الرياض,هند السهلي,luay.alsubaie@vendor23.sa.example,+966580149732,SA2975861519654822144012,نشط,2025-11-28
V00399,مكتب الشريف للخدمات البيئية,4650577937,383455136461723,المدينة المنورة,حنان الفيفي,sahar.alghamdi@vendor9.sa.example,+966529952584,SA0738147819660430734222,نشط,2026-04-10
V00400,مجموعة الأسمري للأمن السيبراني,4032276321,337170489918313,الطائف,أحمد المالكي,latifa.alamri@vendor21.sa.example,+966592261009,SA3652402451139916723795,نشط,2025-03-09
V00401,شركة العتيبي للمستشفيات,7106906970,395686097942943,سكاكا,حمزة الخالدي,hanan.alomari@vendor18.sa.example,+966527139310,SA6119244471765888348114,نشط,2026-06-01
V00402,مكتب الزياني للخدمات البيئية,4650206770,394753704139593,المدينة المنورة,شهاب المطيري,ghanem.alghamdi@vendor9.sa.example,+966530003248,SA2231072125753622768863,نشط,2024-04-28
V00403,مختبرات الخالدي للاستشارات,5606409106,370175790526983,تبوك,شيماء السلمي,samar.alamri@vendor16.sa.example,+966579463954,SA7484968226652839480966,نشط,2025-03-15
V00404,مؤسسة الحازمي للتجهيزات الطبية,6506844509,393897313514593,نجران,أسماء السلمي,saad.alqurashi@vendor18.sa.example,+966540170968,SA6393094044032826763915,نشط,2024-09-28
V00405,مؤسسة القحطاني للتسويق الرقمي,2050729313,306843073239173,الدمام,فيصل الغامدي,hind.alqahtani@vendor21.sa.example,+966586102405,SA5917115529148811755888,نشط,2026-04-02
V00406,مركز الشهراني للخدمات المالية,4031577465,386630227636563,مكة المكرمة,رنا السديري,najla.alamri@vendor27.sa.example,+966523748536,SA8432074554878578384641,نشط,2025-01-29
V00407,مصنع الغامدي للتعليم والتدريب,4652135825,329277073479873,ينبع,إيمان المطيري,majed.alshamri@vendor23.sa.example,+966567239869,SA3426258493972035941039,نشط,2024-05-15
V00408,مؤسسة الحميدي لتقنية المعلومات,2051835503,346242013070253,الجبيل,معاذ البقمي,abdulwahhab.alsubaie@vendor12.sa.example,+966542627556,SA8610965254546177064162,نشط,2025-09-28
V00409,مجموعة الخالدي للترجمة والتعريب,5606649643,380132327014583,تبوك,أريج الربيعي,reem.alotaibi@vendor17.sa.example,+966534001993,SA9003007417764861008512,نشط,2026-02-22
V00410,مكتب القحطاني للأعمال العقارية,1010509951,324529754574573,الرياض,ديمة العسيري,turki.aldosari@vendor19.sa.example,+966507163030,SA6021876934362839179081,نشط,2024-10-07
V00411,مجموعة السبيعي للخدمات البيئية,4650701763,394667980196603,المدينة المنورة,سعد المسعود,hassan.alqurashi@vendor3.sa.example,+966591999554,SA5904474922972503224979,نشط,2024-11-10
V00412,مجموعة المقرن للأعمال العقارية,4032781862,318665226699413,الطائف,كريم الربيعي,mishal.alhosawy@vendor18.sa.example,+966508864321,SA0480096192373402952498,نشط,2025-03-31
V00413,مكتب المسعود لتقنية المعلومات,6906650481,382125564646233,عرعر,بيان البلوي,salman.alhumaidi@vendor20.sa.example,+966576196075,SA2051393510431771490574,نشط,2026-04-01
V00414,مؤسسة الرشيدي للتسويق الرقمي,2050210600,312583690973983,الدمام,بيان الحوساوي,rana.alasiri@vendor18.sa.example,+966545410171,SA4412657269809474064478,نشط,2024-05-16
V00415,مركز السواط للبنية التحتية,5606530577,383806183759413,تبوك,مشعل القرني,najoud.alswat@vendor8.sa.example,+966543326233,SA6320061948529688732246,نشط,2025-08-09
V00416,شركة القرشي للصناعات الغذائية,6906485508,329032451860143,عرعر,لين القرشي,zainab.alzubaidi@vendor26.sa.example,+966516177629,SA9745632090947975705738,نشط,2026-05-10
V00417,مركز الغامدي للتطوير البرمجي,6006154553,389344719159283,جازان,العنود العنزي,,+966519104687,SA1377797377594858263713,نشط,2021-07-16
V00418,شركة مساهمة العسيري للاتصالات,4032124237,330833448009513,الطائف,سامي القحطاني,noura.almasoud@vendor17.sa.example,+966511026907,SA7681199002413735131312,نشط,2025-06-15
V00419,شركة مساهمة العتيبي للتسويق الرقمي,1010108595,361024315742383,الرياض,أريج الحميدي,hind.alghamdi@vendor30.sa.example,+966598128833,SA7451870194462989957535,نشط,2024-06-28
V00420,مكتب البقمي للخدمات اللوجستية,3406891308,352348855842213,بريدة,أمل المسعود,marwa.almarwani@vendor20.sa.example,+966567610517,SA6625042525928741679973,نشط,2024-08-23
V00421,شركة مساهمة الخالدي للتطوير البرمجي,6506270718,314935485783973,نجران,عبدالله الشمري,mayaa.alziyani@vendor29.sa.example,+966519650213,SA4376280600773938370630,نشط,2024-04-12
V00422,مختبرات الحربي للمستشفيات,2050567442,332664906857453,الدمام,أيمن العمري,bashayir.alrashidi@vendor26.sa.example,+966578787326,SA4294846990632288666811,نشط,2025-07-24
V00423,شركة مساهمة العوفي للاتصالات,1010900924,352694622833823,الرياض,عبدالرحمن القرشي,areej.alswat@vendor4.sa.example,+966560312564,SA3298478250377711894566,نشط,2026-02-19
V00424,مصنع البقمي للطباعة والنشر,1010337733,334305814231373,الرياض,فهد الشهراني,wafaa.alsudairi@vendor23.sa.example,+966503119018,SA6559522100240524543488,نشط,2026-06-07
V00425,مكتب العامري لتقنية المعلومات,6506028457,319334323913953,نجران,بشاير الرشيدي,tala.albalawi@vendor27.sa.example,+966527032401,SA1901949066542512174080,نشط,2025-01-20
V00426,مختبرات المقرن للمستشفيات,4032355927,327512507965053,الطائف,حسن الربيعي,hind.alsahli@vendor18.sa.example,+966524350330,SA6847220039517293641866,نشط,2024-05-24
V00427,مركز الشريف للخدمات اللوجستية,5854578214,349747298558123,خميس مشيط,زينب السواط,salma.aldosari@vendor15.sa.example,+966584583530,SA2865788888289219867904,نشط,2024-11-06
V00428,مركز العتيبي للخدمات اللوجستية,2050655221,394959572399873,الدمام,أنوار السبيعي,ziad.alarjani@vendor17.sa.example,+966571229012,SA4479104570657744900137,نشط,2025-02-14
V00429,مجموعة المقرن للتجهيزات الطبية,2050905915,350454143059193,الدمام,شهاب البلوي,adel.almasoud@vendor28.sa.example,+966516116969,SA7818839892625878360101,نشط,2026-03-11
V00430,مركز العنزي لتقنية المعلومات,6906222889,317211440270603,عرعر,سامي العوفي,saad.alharbi@vendor22.sa.example,+966549427289,SA9217452507323274269725,نشط,2026-03-11
V00431,مركز التميمي للبنية التحتية,4030799863,376165837134273,جدة,سمر الحميدي,salma.alsahli@vendor16.sa.example,+966534552760,SA3414423457436546433308,نشط,2024-07-27
V00432,شركة مساهمة الشهري لإدارة المشاريع,4031781409,359986529794413,مكة المكرمة,عبدالوهاب القرني,shaima.alsudairi@vendor4.sa.example,+966551814065,SA1254171830673222711032,نشط,2024-10-19
V00433,مصنع الثبيتي للتسويق الرقمي,3406159781,302569551037293,بريدة,رنا العتيبي,yomna.alsudairi@vendor1.sa.example,+966560973793,SA9804674928997010245286,نشط,2024-07-25
V00434,مركز المطيري للاتصالات,5606551620,310128870102843,تبوك,رنا السبيعي,kholoud.albqami@vendor25.sa.example,+966570211988,SA9143726007056994380123,نشط,2025-02-25
V00435,مؤسسة القرني للصناعات الغذائية,4032007793,344259042592423,الطائف,ناصر الثبيتي,sara.alswat@vendor11.sa.example,+966501042064,SA9513752479600147736938,نشط,2025-10-15
V00436,مختبرات القحطاني لتقنية المعلومات,2050271233,351513399431,الدمام,سلمى الرويلي,hamad.almasoud@vendor13.sa.example,+966578433418,SA4878872241903982577418,نشط,2025-08-19
V00437,مختبرات السلمي للخدمات المالية,4652784464,362385643288983,ينبع,فاطمة الغامدي,rana.alaufi@vendor7.sa.example,+966524567988,SA9658774247717131195421,نشط,2025-11-29
V00438,مختبرات الخالدي للتعليم والتدريب,4032808778,364330647200123,الطائف,حمد المسعود,walid.alaufi@vendor23.sa.example,,SA0750307170444699067360,نشط,2026-05-16
V00439,مجموعة العامري للأمن السيبراني,5606018440,311935276274333,تبوك,أسماء العمري,amal.alghamdi@vendor25.sa.example,+966599501939,SA6071944383990923632953,نشط,2025-11-15
