invoice_no,vendor_id,issue_date,currency,subtotal,vat_amount,total_amount,cost_center,approved_by_id,payment_iban
INV-2026-002200,V00553,2025-10-21,SAR,618010.61,92701.59,710712.2,الموارد البشرية,1747196879,SA7354578378059514030557
INV-2026-002201,V00187,2024-12-28,SAR,362125.65,54318.85,416444.5,المشتريات,1454917475,SA4188169208103974336946
INV-2026-002202,V00337,2025-08-16,SAR,266520.91,39978.14,306499.05,المشتريات,1464086295,SA5974217682451033727357
INV-2026-002203,V00265,2025-06-25,SAR,889507.51,133426.13,1022933.64,ضبط الجودة,1023074287,SA4352070225476131803005
INV-2026-002204,V00667,2026-05-09,SAR,24460.57,3669.09,28129.66,الاتصال المؤسسي,1297910018,SA0747942432866711232634
INV-2026-002205,V00306,2025-04-29,SAR,413041.71,61956.26,474997.97,التشغيل,1038024079,SA6834280617353952894765
INV-2026-002206,V00839,2025-05-15,SAR,267753.1,40162.96,307916.06,الموارد البشرية,1144486584,SA5585443809375240971929
INV-2026-002207,V01004,2025-02-04,SAR,333581.97,50037.3,383619.27,الاتصال المؤسسي,1130485178,SA6544428301179047748829
INV-2026-002208,V00704,2025-09-20,SAR,298696.1,44804.41,343500.51,الموارد البشرية,1075818862,SA3951984843748183461979
INV-2026-002209,V00959,2025-07-16,SAR,431108.82,64666.32,495775.14,إدارة المخاطر,1679644631,SA0408424330278853905407
INV-2026-002210,V00891,2026-03-14,SAR,238319.04,35747.86,274066.9,المشتريات,1265444370,SA5475732755195512230413
INV-2026-002211,V00739,2026-05-14,SAR,64619.84,9692.98,74312.82,إدارة المخاطر,1084539814,SA4522961508042302613996
INV-2026-002212,V00996,2025-09-26,SAR,653478.24,98021.74,751499.98,الشؤون القانونية,1605083771,SA0548341556304025142937
INV-2026-002213,V01453,2026-01-30,SAR,171711.11,25756.67,197467.78,ضبط الجودة,1427811599,SA1211559313823441663542
INV-2026-002214,V00316,2026-03-11,SAR,824646.58,123696.99,948343.57,الاتصال المؤسسي,1971250236,SA0793895538994126862254
INV-2026-002215,V00023,2025-08-10,SAR,740888.55,111133.28,852021.83,التدقيق الداخلي,1618669582,SA9241036141177168313890
INV-2026-002216,V01488,2026-01-04,SAR,466839.49,70025.92,536865.41,التدقيق الداخلي,1703235018,SA2906321590162130900738
INV-2026-002217,V01376,2026-03-09,SAR,626825.54,94023.83,720849.37,التدقيق الداخلي,1205992819,SA0322338981005559192573
INV-2026-002218,V00547,2025-09-27,SAR,106893.96,16034.09,122928.05,المالية,1255808147,SA4621366350164966024005
INV-2026-002219,V00939,2025-02-02,SAR,868733.37,130310.01,999043.38,الموارد البشرية,1310369705,SA7599790707872522434970
INV-2026-002220,V00315,2025-03-02,SAR,939140.84,140871.13,1080011.97,المالية,1269894232,SA1393789171186988146832
INV-2026-002221,V00800,2026-05-16,SAR,874396.0,131159.4,1005555.4,إدارة المخاطر,1294127244,SA9196804893882102810536
INV-2026-002222,V00281,2025-07-03,SAR,69691.7,10453.75,80145.45,التشغيل,1688142858,SA7714184596524947570639
INV-2026-002223,V01422,2026-04-06,SAR,475115.3,71267.29,546382.59,المالية,1122133240,SA6252357853452717190539
INV-2026-002224,V00126,2026-05-02,SAR,934035.22,140105.28,1074140.5,إدارة المخاطر,1385033517,SA2374267465270398389912
INV-2026-002225,V00287,2026-04-17,SAR,505620.39,75843.06,581463.45,التشغيل,1780674329,SA4735696911556038102052
INV-2026-002226,V00864,2025-01-03,SAR,720732.95,108109.94,828842.89,التخطيط والتطوير,1941542266,SA6482342028534796447937
INV-2026-002227,V01168,2025-12-28,SAR,149207.52,22381.13,171588.65,الشؤون القانونية,1822639702,SA8787330647097025331675
INV-2026-002228,V01344,2026-01-23,SAR,339622.47,50943.37,390565.84,تقنية المعلومات,1936752920,SA4159445726452074897678
INV-2026-002229,V00367,2026-05-25,SAR,263068.65,39460.3,302528.95,التخطيط والتطوير,1558872808,SA3795188811572971680435
INV-2026-002230,V01408,2026-01-14,SAR,312784.48,46917.67,359702.15,ضبط الجودة,1201044359,SA4849024565063742954480
INV-2026-002231,V01402,2026-03-16,SAR,149706.96,22456.04,172163.0,المالية,1894036795,SA1532678299106374208724
INV-2026-002232,V01441,2025-10-13,SAR,201920.7,30288.1,232208.8,إدارة المعرفة,1783010950,SA8693488597603515554135
INV-2026-002233,V00971,2025-04-15,SAR,825656.63,123848.49,949505.12,الموارد البشرية,1811356177,SA4907375861984702307611
INV-2026-002234,V00748,2025-07-05,SAR,292893.78,43934.07,336827.85,المشتريات,1884937630,SA5527873132131761163260
INV-2026-002235,V00165,2025-10-23,SAR,551970.93,82795.64,634766.57,الاتصال المؤسسي,1763766274,SA8034643161713224097607
INV-2026-002236,V00282,2025-04-23,SAR,797375.98,119606.4,916982.38,المشتريات,1042516177,SA0547862861717060498005
INV-2026-002237,V01260,2025-12-01,SAR,15017.87,2252.68,17270.55,التشغيل,1080324344,SA7299050660750496239523
INV-2026-002238,V00491,2025-05-16,SAR,334614.5,50192.17,384806.67,المشتريات,1918343094,SA6800037415821038825160
INV-2026-002239,V01404,2026-02-09,SAR,326021.28,48903.19,374924.47,المالية,1648914818,SA6106003828349195883207
INV-2026-002240,V00312,2025-01-06,SAR,709260.7,106389.1,815649.8,المشتريات,1764108914,SA9424490065746399397993
INV-2026-002241,V00192,2025-10-15,SAR,835272.2,125290.83,960563.03,الشؤون القانونية,1197288069,SA3919946655481319130300
INV-2026-002242,V00520,2024-12-31,SAR,83936.23,12590.43,96526.66,التدقيق الداخلي,1246121568,SA3424657756751281188916
INV-2026-002243,V01266,2025-10-24,SAR,352586.83,52888.02,405474.85,الخدمات المساندة,1867442970,SA6155440932908215597852
INV-2026-002244,V01013,2025-03-20,SAR,299836.1,44975.41,344811.51,الخدمات المساندة,1198458679,SA5604394685618696254195
INV-2026-002245,V00310,2025-12-01,SAR,494959.42,74243.91,569203.33,إدارة المخاطر,1240862654,SA3781219805180285376719
INV-2026-002246,V01363,2026-02-28,SAR,244491.18,36673.68,281164.86,الشؤون القانونية,1685345942,SA0659714688334831730541
INV-2026-002247,V00439,2026-03-04,SAR,360834.72,54125.21,414959.93,تقنية المعلومات,1610159582,SA0846720313339025767757
INV-2026-002248,V00388,2025-04-29,SAR,314776.24,47216.44,361992.68,الموارد البشرية,1309874038,SA6869446027288766126288
INV-2026-002249,V01437,2025-12-29,SAR,613731.22,92059.68,705790.9,الشؤون القانونية,1365375029,SA3070402708982049389724
INV-2026-002250,V00967,2025-07-18,SAR,60596.3,9089.44,69685.74,التشغيل,1019116506,SA6060540778034042522492
INV-2026-002251,V00958,2025-10-23,SAR,112813.62,16922.04,129735.66,تقنية المعلومات,1723230403,SA6214876062759377784941
INV-2026-002252,V01463,2026-05-16,SAR,919526.77,137929.02,1057455.79,تقنية المعلومات,1284002985,SA5339858664074817675758
INV-2026-002253,V01433,2026-03-31,SAR,635710.33,95356.55,731066.88,إدارة المخاطر,1236056774,SA2303254140146005208964
INV-2026-002254,V01381,2025-02-09,SAR,86431.63,12964.74,99396.37,التشغيل,1543614075,SA4997391789406526415446
INV-2026-002255,V01166,2025-12-23,SAR,487893.84,73184.08,561077.92,الخدمات المساندة,1445814849,SA9454879743713590055188
INV-2026-002256,V00280,2025-12-30,SAR,762560.74,114384.11,876944.85,إدارة المخاطر,1353715939,SA6826954929569976588288
INV-2026-002257,V01002,2025-08-15,SAR,535465.54,80319.83,615785.37,إدارة المعرفة,1233561198,SA1494320033061735370402
INV-2026-002258,V00543,2025-12-11,SAR,468524.11,23426.21,538802.73,التخطيط والتطوير,1771319421,SA5274941490354860538129
INV-2026-002259,V01027,2025-11-04,SAR,782426.44,117363.97,899790.41,الخدمات المساندة,1692661042,SA7902372497309117976278
INV-2026-002260,V01207,2025-12-13,SAR,511073.7,76661.05,587734.75,الشؤون القانونية,1411539487,SA5373143347390226356594
INV-2026-002261,V01095,2025-12-28,SAR,760971.85,114145.78,875117.63,الموارد البشرية,1709694762,SA9017597675467070101897
INV-2026-002262,V00659,2025-09-15,SAR,218584.69,32787.7,251372.39,الخدمات المساندة,1510267147,SA1634623771481387991139
INV-2026-002263,V00523,2026-05-14,SAR,6992.38,1048.86,8041.24,التشغيل,1380679983,SA1282797157511336368899
INV-2026-002264,V01304,2025-05-19,SAR,86897.44,13034.62,99932.06,إدارة المعرفة,1219778303,SA5139705960140857434568
INV-2026-002265,V01379,2025-12-21,SAR,534272.91,80140.94,614413.85,الموارد البشرية,1087728091,SA7317131241644353705551
INV-2026-002266,V00318,2025-10-01,SAR,709476.36,106421.45,815897.81,الشؤون القانونية,1026435832,SA7996110919554393395934
INV-2026-002267,V00677,2025-07-13,SAR,261256.38,39188.46,300444.84,الاتصال المؤسسي,1515233383,SA5665868758702354243162
INV-2026-002268,V01237,2025-12-22,SAR,745195.87,111779.38,856975.25,التدقيق الداخلي,1646073351,SA4786372165002862389451
INV-2026-002269,V00946,2025-01-31,SAR,908366.05,136254.91,1044620.96,إدارة المعرفة,1619910910,SA2185879692697856326978
INV-2026-002270,V00820,2025-05-01,SAR,839099.2,125864.88,964964.08,ضبط الجودة,1932053083,SA7154828231849242350266
INV-2026-002271,V01385,2025-08-30,SAR,46772.14,7015.82,53787.96,التدقيق الداخلي,1364237881,SA6746253730281129021549
INV-2026-002272,V00867,2025-06-29,SAR,118273.29,17740.99,136014.28,تقنية المعلومات,1606564001,SA0385308280703085483547
INV-2026-002273,V00150,2026-06-01,SAR,561537.41,84230.61,645768.02,ضبط الجودة,1814082143,SA9183426757285274888405
INV-2026-002274,V00617,2025-05-24,SAR,878560.57,131784.09,1010344.66,الاتصال المؤسسي,1103308290,SA2481356158854407393709
INV-2026-002275,V01129,2025-08-20,SAR,579678.72,86951.81,666630.53,إدارة المخاطر,1278431026,SA1624195071050184657763
INV-2026-002276,V00577,2025-08-12,SAR,165321.25,24798.19,190119.44,المالية,1852777240,SA3180233509608901003233
INV-2026-002277,V01452,2025-02-24,SAR,239442.32,35916.35,275358.67,تقنية المعلومات,1704004769,SA1048606377620910997245
INV-2026-002278,V01104,2025-07-06,SAR,232994.58,34949.19,267943.77,تقنية المعلومات,1657162283,SA2979792128325395779077
INV-2026-002279,V00523,2025-10-03,SAR,625144.84,93771.73,718916.57,المشتريات,1782401275,SA7491352294005789940358
INV-2026-002280,V00032,2025-04-08,SAR,383669.4,57550.41,441219.81,الخدمات المساندة,1483112478,SA6823210142122381019759
INV-2026-002281,V00957,2025-12-08,SAR,423562.43,63534.36,487096.79,ضبط الجودة,1870157961,SA3034315735431000210977
INV-2026-002282,V00341,2025-05-30,SAR,29906.83,4486.02,34392.85,الخدمات المساندة,1516335633,SA1100124724133812646258
INV-2026-002283,V01364,2025-06-21,SAR,888347.81,133252.17,1021599.98,الخدمات المساندة,1605754694,SA2049787985793722261941
INV-2026-002284,V00052,2026-02-12,SAR,647253.93,97088.09,744342.02,تقنية المعلومات,1003124771,SA9152243101813817680754
INV-2026-002285,V00766,2025-01-27,SAR,661107.61,99166.14,760273.75,إدارة المخاطر,1012396998,SA9756954814434879679438
INV-2026-002286,V01188,2026-04-05,SAR,578746.61,86811.99,665558.6,تقنية المعلومات,1181468347,SA7367573181230734077385
INV-2026-002287,V00566,2026-06-04,SAR,318891.82,47833.77,366725.59,الشؤون القانونية,1032673236,SA1650270948053319778010
INV-2026-002288,V01290,2026-01-26,SAR,778349.14,116752.37,778349.14,الشؤون القانونية,1947956148,SA5229139533291147329941
INV-2026-002289,V01452,2026-05-23,SAR,911964.45,136794.67,1048759.12,التدقيق الداخلي,1943818474,SA6008443269848923921505
INV-2026-002290,V01284,2026-04-10,SAR,886075.74,132911.36,1018987.1,إدارة المخاطر,1343135727,SA8424092251301259968893
INV-2026-002291,V00659,2025-08-25,SAR,630352.91,94552.94,724905.85,الاتصال المؤسسي,1412929976,SA9836192417827411057942
INV-2026-002292,V00024,2026-04-24,SAR,82697.35,12404.6,95101.95,المالية,1671610929,SA4340696263707051165842
INV-2026-002293,V00750,2025-02-25,SAR,800559.6,120083.94,920643.54,ضبط الجودة,1704831369,SA2780997528038612739924
INV-2026-002294,V00020,2025-08-07,SAR,271881.45,40782.22,312663.67,الموارد البشرية,1865013039,SA2397589333845044126998
INV-2026-002295,V00147,2026-02-01,SAR,356626.38,53493.96,410120.34,الخدمات المساندة,1217160116,SA9343555336489972563135
INV-2026-002296,V01280,2025-01-21,SAR,220570.66,33085.6,253656.26,المالية,1674299266,SA5526756504924142356851
INV-2026-002297,V00156,2025-03-26,SAR,880963.97,132144.6,1013108.57,ضبط الجودة,1691212854,SA8539907539785928173361
INV-2026-002298,V01388,2025-10-12,SAR,906317.28,135947.59,1042264.87,المشتريات,1066118389,SA4703657052970629158857
INV-2026-002299,V00479,2025-03-11,SAR,649953.72,97493.06,747446.78,الاتصال المؤسسي,1929849873,SA0754576194424898892712
INV-2026-002300,V00261,2025-06-04,SAR,362452.93,54367.94,416820.87,المشتريات,1771399456,SA0915632029253280395921
INV-2026-002301,V00148,2025-04-16,SAR,931467.02,139720.05,1071187.07,الشؤون القانونية,1343199277,SA0776597999378207409418
INV-2026-002302,V01286,2025-03-22,SAR,52107.89,7816.18,59924.07,إدارة المخاطر,1658466014,SA3467667909710670381668
INV-2026-002303,V01030,2025-04-24,SAR,707687.63,106153.14,813840.77,التخطيط والتطوير,1199608116,SA6868613828723993043440
INV-2026-002304,V00020,2025-08-01,SAR,531068.24,79660.24,610728.48,المالية,1106968777,SA7760589779659778045413
INV-2026-002305,V01350,2024-12-29,SAR,228749.03,34312.35,263061.38,الموارد البشرية,1158020667,SA4863933911772443281864
INV-2026-002306,V00951,2025-04-28,SAR,234176.4,35126.46,269302.86,المالية,1277456099,SA7712860837363997295694
INV-2026-002307,V01473,2025-01-16,SAR,397712.82,59656.92,457369.74,إدارة المخاطر,1392464929,SA4533321030204099123460
INV-2026-002308,V00163,2025-11-14,SAR,88084.07,13212.61,101296.68,الاتصال المؤسسي,1653225449,SA2618378996953806106541
INV-2026-002309,V00905,2025-04-04,SAR,512272.04,76840.81,589112.85,إدارة المخاطر,1976884427,SA2406732356987106418394
INV-2026-002310,V00115,2026-01-13,SAR,592717.26,88907.59,681624.85,التخطيط والتطوير,1688950979,SA7983979163174959081084
INV-2026-002311,V00301,2025-08-12,SAR,58850.05,8827.51,67677.56,المالية,1335596209,SA0282609993519802510095
INV-2026-002312,V01160,2025-07-05,SAR,682705.99,102405.9,785111.89,المشتريات,1305453985,SA4935548538425725176281
INV-2026-002313,V01186,2025-10-12,SAR,659673.55,98951.03,758624.58,التخطيط والتطوير,1000798098,SA6055148102777806723069
INV-2026-002314,V00735,2025-02-14,SAR,665241.59,99786.24,765027.83,التشغيل,1531448478,SA1326201449069653526705
INV-2026-002315,V01195,2025-01-05,SAR,551692.61,82753.89,634446.5,المالية,1827351907,SA9809357296705120302611
INV-2026-002316,V00689,2026-05-21,SAR,368671.91,55300.79,423972.7,التشغيل,1506967155,SA0738791718739027694819
INV-2026-002317,V00388,2025-01-02,SAR,482708.75,72406.31,555115.06,تقنية المعلومات,1906966955,SA1389259030573846099506
INV-2026-002318,V00191,2026-05-28,SAR,583246.49,87486.97,670733.46,المالية,1601223280,SA6875617270094785139249
INV-2026-002319,V01198,2025-05-25,SAR,493557.01,74033.55,567590.56,المشتريات,1507812194,SA2858373884860972932241
INV-2026-002320,V01184,2026-03-26,SAR,462106.88,69316.03,531422.91,التشغيل,1413185552,SA0753274804318131856457
INV-2026-002321,V00661,2025-06-20,SAR,262448.42,39367.26,301815.68,إدارة المخاطر,1275157541,SA7240718471230994911569
INV-2026-002322,V01218,2025-10-01,SAR,713493.46,107024.02,820517.48,المشتريات,1411834987,SA7880368428183373056131
INV-2026-002323,V01296,2025-08-31,SAR,103708.82,15556.32,119265.14,التدقيق الداخلي,1152368260,SA6624829378550335733041
INV-2026-002324,V01427,2025-01-02,SAR,484279.35,72641.9,556921.25,الموارد البشرية,1932232315,SA1721315629951115692650
INV-2026-002325,V00484,2026-01-31,SAR,228935.65,34340.35,263276.0,الشؤون القانونية,1644618587,SA4717823146591672332251
INV-2026-002326,V00267,2026-06-20,SAR,942376.92,141356.54,1083733.46,الشؤون القانونية,1703057503,SA0616765141223985275979
INV-2026-002327,V00068,2025-01-19,SAR,875396.4,131309.46,1006705.86,الموارد البشرية,1814028096,SA8031086200921771076838
INV-2026-002328,V00947,2025-01-28,SAR,361428.26,54214.24,415642.5,المشتريات,1116847003,SA3190135334879123326346
INV-2026-002329,V00906,2025-02-28,SAR,642841.62,96426.24,739267.86,الموارد البشرية,1034120533,SA1181656669269215720437
INV-2026-002330,V00509,2025-01-09,SAR,26907.1,4036.06,30943.16,الشؤون القانونية,1785115302,SA6563802443841766568961
INV-2026-002331,V00326,2025-12-12,SAR,76991.77,11548.77,88540.54,التشغيل,1544460890,SA9313977670216176859552
INV-2026-002332,V00886,2026-02-01,SAR,577943.75,86691.56,664635.31,تقنية المعلومات,1782237828,SA4634807804949115224522
INV-2026-002333,V00950,2025-11-10,SAR,384811.58,57721.74,442533.32,الشؤون القانونية,1326401112,SA1741893898052576731512
INV-2026-002334,V00047,2025-07-20,SAR,129471.64,19420.75,148892.39,الشؤون القانونية,1957224783,SA5007812266121728345833
INV-2026-002335,V00136,2025-07-18,SAR,250426.98,37564.05,287991.03,التدقيق الداخلي,1869502920,SA6286399136621040326641
INV-2026-002336,V01106,2025-11-03,SAR,4650.67,697.6,5348.27,التدقيق الداخلي,1711147890,SA5025145230716159049527
INV-2026-002337,V00471,2025-03-16,SAR,838176.94,125726.54,963903.48,إدارة المخاطر,1065625335,SA8258594117609879039907
INV-2026-002338,V00114,2025-09-24,SAR,939288.16,140893.22,1080181.38,الخدمات المساندة,1615155718,SA9325435504057016397470
INV-2026-002339,V01115,2025-08-06,SAR,434690.73,65203.61,499894.34,ضبط الجودة,1525880132,SA4994908144026745233922
INV-2026-002340,V01301,2025-08-20,SAR,94904.87,14235.73,109140.6,إدارة المخاطر,1516333356,SA1775971288909979488768
INV-2026-002341,V00415,2026-02-17,SAR,621982.13,31099.11,715279.45,الموارد البشرية,1503257485,SA4741501219147211787926
INV-2026-002342,V01042,2025-10-20,SAR,208061.5,31209.22,239270.72,الخدمات المساندة,1575666779,SA7885596652280778649717
INV-2026-002343,V01399,2025-06-25,SAR,696227.97,104434.2,800662.17,المشتريات,1911866679,SA4561240368079495296241
INV-2026-002344,V00662,2025-01-07,SAR,674215.5,101132.32,775347.82,الشؤون القانونية,1819329788,SA3116888838299067492086
INV-2026-002345,V00488,2025-06-28,SAR,732027.29,36601.36,841831.38,الموارد البشرية,1072350463,SA4470981905485762518054
INV-2026-002346,V00094,2025-08-30,SAR,291503.98,43725.6,335229.58,المالية,1099691071,SA8188899690273955055468
INV-2026-002347,V00451,2025-01-12,SAR,915275.63,137291.34,1052566.97,الخدمات المساندة,1006617854,SA2155428320304167328049
INV-2026-002348,V00164,2025-06-19,SAR,302447.24,45367.09,347814.33,الاتصال المؤسسي,1987691373,SA6401878398749339636969
INV-2026-002349,V00519,2026-02-17,SAR,815295.19,122294.28,937589.47,التخطيط والتطوير,1660509272,SA9839718754627732063691
INV-2026-002350,V00364,2025-08-21,SAR,779657.78,116948.67,896606.45,الشؤون القانونية,1273387496,SA8826021927002547858851
INV-2026-002351,V00463,2026-01-11,SAR,523204.22,78480.63,601684.85,إدارة المخاطر,1333414884,SA8952341017966308667781
INV-2026-002352,V00235,2025-05-31,SAR,220645.19,33096.78,253741.97,المشتريات,1216974970,SA3251942433820675861128
INV-2026-002353,V00133,2026-01-13,SAR,260277.96,39041.69,299319.65,المشتريات,1911437513,SA9243942292430713648505
INV-2026-002354,V01406,2026-02-24,SAR,582644.45,87396.67,670041.12,الخدمات المساندة,1977843802,SA3427935116226336728322
INV-2026-002355,V00958,2025-05-19,SAR,660819.65,99122.95,759942.6,التشغيل,1853917969,SA0874940936389602383053
INV-2026-002356,V00673,2026-04-26,SAR,277479.34,41621.9,319101.24,الاتصال المؤسسي,1852246915,SA2730099297209535484721
INV-2026-002357,V01048,2025-02-14,SAR,71602.75,10740.41,82343.16,الاتصال المؤسسي,1155530783,SA8987060423570985822916
INV-2026-002358,V00038,2026-02-06,SAR,767855.3,115178.29,883033.59,المشتريات,1158326064,SA4388995755066815284731
INV-2026-002359,V00728,2025-12-17,SAR,918818.12,137822.72,1056640.84,المالية,1263779223,SA4374604142993370463032
INV-2026-002360,V00419,2025-09-17,SAR,739149.14,110872.37,850021.51,التدقيق الداخلي,1355710177,SA9404761241543224784710
INV-2026-002361,V00076,2025-02-19,SAR,774068.45,116110.27,890178.72,المالية,1718382664,SA8180638069880511127961
INV-2026-002362,V01002,2025-05-13,SAR,672156.31,100823.45,772979.76,ضبط الجودة,1603115385,SA5360207884548767740856
INV-2026-002363,V01449,2025-05-25,SAR,676478.67,101471.8,777950.47,المشتريات,1218685335,SA8636470602994251546036
INV-2026-002364,V00693,2026-03-13,SAR,261415.29,39212.29,300627.58,إدارة المخاطر,1067424497,SA6258453742096811969623
INV-2026-002365,V01465,2025-07-18,SAR,210644.59,31596.69,242241.28,التدقيق الداخلي,1779603750,SA0769428866690635632119
INV-2026-002366,V00245,2025-10-04,SAR,305585.04,45837.76,351422.8,إدارة المخاطر,1354981712,SA1358275985194274034692
INV-2026-002367,V00271,2026-04-04,SAR,600254.02,90038.1,690292.12,الاتصال المؤسسي,1517685077,SA9734012326510817429892
INV-2026-002368,V00994,2025-03-05,SAR,323134.84,48470.23,371605.07,ضبط الجودة,1833287780,SA4082469192874747190253
INV-2026-002369,V01048,2025-12-30,SAR,605903.17,90885.48,696788.65,الموارد البشرية,1415520590,SA1836378378768646178506
INV-2026-002370,V00482,2025-09-10,SAR,270154.88,40523.23,310678.11,التدقيق الداخلي,1569422502,SA8739865490900276174384
INV-2026-002371,V01369,2025-02-09,SAR,209141.58,31371.24,240512.82,المالية,1783623315,SA0801150579476284706501
INV-2026-002372,V00884,2025-11-06,SAR,659336.44,98900.47,758236.91,تقنية المعلومات,1090259985,SA2843590269062418819238
INV-2026-002373,V00382,2025-07-23,SAR,645810.13,96871.52,742681.65,التخطيط والتطوير,1878910320,SA4737329356883989498217
INV-2026-002374,V01181,2025-07-05,SAR,759147.14,113872.07,873019.21,إدارة المعرفة,1882820416,SA6533522718942756969091
INV-2026-002375,V01336,2026-02-08,SAR,259396.18,38909.43,298305.61,الخدمات المساندة,1156670620,SA0347261555920800541828
INV-2026-002376,V00132,2025-03-26,SAR,218166.58,32724.99,250891.57,المالية,1454257971,SA3566704572998836294865
INV-2026-002377,V00899,2026-01-18,SAR,864254.79,129638.22,993893.01,ضبط الجودة,1704848751,SA0989871561569774064543
INV-2026-002378,V01175,2026-02-27,SAR,723041.87,108456.28,831498.15,ضبط الجودة,1606443347,SA9828693788166944018173
INV-2026-002379,V00614,2026-04-27,SAR,801975.37,120296.31,922271.68,إدارة المعرفة,1966167049,SA4111355357011637439534
INV-2026-002380,V00597,2026-02-22,SAR,325378.28,48806.74,374185.02,الموارد البشرية,1491395271,SA8401749154033797304103
INV-2026-002381,V00982,2026-02-16,SAR,812216.87,121832.53,934049.4,الموارد البشرية,1599087093,SA0204178034890625666660
INV-2026-002382,V00491,2026-05-26,SAR,829481.31,124422.2,953903.51,التدقيق الداخلي,1747564712,SA2711523704642492278027
INV-2026-002383,V01328,2025-09-01,SAR,360641.51,54096.23,414737.74,المشتريات,1134758216,SA8747079936065268776784
INV-2026-002384,V00922,2025-02-02,SAR,284833.81,42725.07,327558.88,الاتصال المؤسسي,1858213521,SA8008794623231889297379
INV-2026-002385,V00693,2025-09-19,SAR,740876.96,111131.54,852008.5,إدارة المعرفة,1232857795,SA5524365771375446819775
INV-2026-002386,V00448,2025-12-17,SAR,486872.81,73030.92,559903.73,الاتصال المؤسسي,1956686412,SA9711911011743957569162
INV-2026-002387,V01483,2025-05-31,SAR,542057.74,81308.66,623366.4,التشغيل,1169839725,SA2929828021862464231793
INV-2026-002388,V00202,2025-05-15,SAR,454220.24,68133.04,522353.28,التشغيل,1688788239,SA4010218923777372360690
INV-2026-002389,V00366,2026-04-27,SAR,289738.25,43460.74,333198.99,المشتريات,1057817676,SA8379224194723123343709
INV-2026-002390,V01014,2025-01-30,SAR,47544.83,7131.72,54676.55,التدقيق الداخلي,1964536674,SA9143135817846140336420
INV-2026-002391,V00080,2026-03-16,SAR,843774.54,126566.18,970340.72,ضبط الجودة,1086926621,SA7007547923058289242707
INV-2026-002392,V01028,2025-03-20,SAR,481662.6,72249.39,553911.99,الشؤون القانونية,1956740169,SA8878081510483004805205
INV-2026-002393,V00617,2026-05-09,SAR,377837.41,56675.61,434513.02,التشغيل,1723971030,SA9545249508737258763528
INV-2026-002394,V00340,2026-02-25,SAR,634732.56,95209.88,729942.44,الشؤون القانونية,1026234870,SA4297543322508122346596
INV-2026-002395,V00516,2025-02-19,SAR,340630.32,51094.55,391724.87,,1003504592,SA8877603290342306774409
INV-2026-002396,V01382,2025-08-01,SAR,19633.98,2945.1,22579.08,المالية,1464514791,SA4437952632190209732209
INV-2026-002397,V00032,2025-05-30,SAR,506898.48,76034.77,582933.25,الخدمات المساندة,1260110489,SA4707823987785940563700
INV-2026-002398,V01029,2025-06-02,SAR,914243.19,137136.48,1051379.67,الاتصال المؤسسي,1528260134,SA6932146957379322892321
INV-2026-002399,V00769,2026-01-13,SAR,37743.07,5661.46,43404.53,إدارة المخاطر,1441756622,SA1762265904973047414070
INV-2026-002400,V00339,2025-02-06,SAR,641903.57,96285.54,738189.11,الشؤون القانونية,1300147277,SA9454425975732327601936
INV-2026-002401,V00987,2025-03-07,SAR,636084.64,95412.7,731497.34,التشغيل,1702725480,SA8232070890452793830405
INV-2026-002402,V00964,2026-05-09,SAR,374875.65,56231.35,431107.0,الخدمات المساندة,1041126341,SA2064340317054648904330
INV-2026-002403,V00022,2025-05-02,SAR,174408.67,26161.3,200569.97,تقنية المعلومات,1294377500,SA9025950974043038723211
INV-2026-002404,V01300,2026-06-09,SAR,102874.24,15431.14,118305.38,التخطيط والتطوير,1039596281,SA8624718054151399035013
INV-2026-002405,V00423,2025-10-17,SAR,128791.69,19318.75,148110.44,إدارة المخاطر,1235385927,SA9224918198641955316348
INV-2026-002406,V00902,2025-03-19,SAR,905358.32,135803.75,1041162.07,تقنية المعلومات,1499616918,SA2317147069883463572091
INV-2026-002407,V00049,2025-11-18,SAR,857077.08,128561.56,985638.64,إدارة المعرفة,1650933342,SA6747382725682356852943
INV-2026-002408,V00899,2025-07-28,SAR,774968.92,116245.34,891214.26,الخدمات المساندة,1792342105,SA8031928045259517456207
INV-2026-002409,V00962,2025-04-11,SAR,711634.35,106745.15,818379.5,ضبط الجودة,1205605833,SA2683291783374839059814
INV-2026-002410,V00540,2026-04-21,SAR,280763.37,42114.51,322877.88,إدارة المخاطر,1666587868,SA6705989747592511546326
INV-2026-002411,V00866,2025-09-12,SAR,640715.53,96107.33,736822.86,المشتريات,1906442908,SA5621452257689679496691
INV-2026-002412,V00999,2026-02-25,SAR,912975.56,136946.33,1049921.89,التشغيل,1399807237,SA6334844460020663493318
INV-2026-002413,V00081,2026-01-20,SAR,699481.91,104922.29,804404.2,التدقيق الداخلي,1178256630,SA0294109606069195867261
INV-2026-002414,V01108,2025-01-03,SAR,79569.64,11935.45,91505.09,الخدمات المساندة,1368868939,SA0790114292085609933069
INV-2026-002415,V00653,2025-03-21,SAR,186020.12,27903.02,213923.14,الاتصال المؤسسي,1925416891,SA7892470323687661614751
INV-2026-002416,V01499,2025-09-15,SAR,817821.22,122673.18,940494.4,ضبط الجودة,1407681582,SA9384084168124863284334
INV-2026-002417,V01253,2026-04-11,SAR,418361.32,62754.2,481115.52,التشغيل,1552857656,SA8138843328130793202100
